make,model,n,distinct_years,annual_dep_rate,method
NISSAN,ROCKY,1,1,0.1004303758044057,brand_fallback
NISSAN,RX350,1,1,0.1004303758044057,brand_fallback
NISSAN,SCION TC,1,1,0.1004303758044057,brand_fallback
NISSAN,SILVIA,1,1,0.1004303758044057,brand_fallback
NISSAN,NX 350 H,1,1,0.1004303758044057,brand_fallback
NISSAN,OTHERS,1,1,0.1004303758044057,brand_fallback
NISSAN,PATGAL,1,1,0.1004303758044057,brand_fallback
NISSAN,PATROL 4X4 SUV,1,1,0.1004303758044057,brand_fallback
NISSAN,PATROL SE,1,1,0.1004303758044057,brand_fallback
NISSAN,PATROL STATION,1,1,0.1004303758044057,brand_fallback
NISSAN,PATROL/JEEP,1,1,0.1004303758044057,brand_fallback
NISSAN,PATROLYYYY,1,1,0.1004303758044057,brand_fallback
GWM - WEY,GAOSHAN,1,1,0.11955800924981667,global_fallback
Geely,EM GRAND,1,1,0.12516586439000715,brand_fallback
Geely,GEOMETRY C,1,1,0.12516586439000715,brand_fallback
Geely,STARRAY,1,1,0.12516586439000715,brand_fallback
HAVAL,6H,1,1,0.11993479708411607,brand_fallback
HAVAL,H6 SPORT,1,1,0.11993479708411607,brand_fallback
HAVAL,HAVAL,1,1,0.11993479708411607,brand_fallback
HAVAL,HAVAL H,1,1,0.11993479708411607,brand_fallback
NISSAN,V7 SPECIAL SILVER,1,1,0.1004303758044057,brand_fallback
NISSAN,VANDERHALL CARM,1,1,0.1004303758044057,brand_fallback
NISSAN,VESPA 150,1,1,0.1004303758044057,brand_fallback
NISSAN,VISION,1,1,0.1004303758044057,brand_fallback
NISSAN,VOGUE,1,1,0.1004303758044057,brand_fallback
GREAT WALL,TALK 300-8,1,1,0.08395278302256816,brand_fallback
GREAT WALL,TANK 3,1,1,0.08395278302256816,brand_fallback
GREAT WALL,TANK500,1,1,0.08395278302256816,brand_fallback
NISSAN,SUNNY SV 1.5 AT,1,1,0.1004303758044057,brand_fallback
NISSAN,SX 240,1,1,0.1004303758044057,brand_fallback
NISSAN,SX 240 COUPE,1,1,0.1004303758044057,brand_fallback
NISSAN,SYLPHY,1,1,0.1004303758044057,brand_fallback
NISSAN,TIIDA SEDAN,1,1,0.1004303758044057,brand_fallback
NISSAN,TRANS,1,1,0.1004303758044057,brand_fallback
NISSAN,UD,1,1,0.1004303758044057,brand_fallback
NISSAN,URVAN/VAN,1,1,0.1004303758044057,brand_fallback
HONDA,CRX,1,1,0.1231840170973961,brand_fallback
HONDA,E NS1,1,1,0.1231840170973961,brand_fallback
HONDA,ELEMENT,1,1,0.1231840170973961,brand_fallback
HONDA,ENS 1,1,1,0.1231840170973961,brand_fallback
HONDA,ENS1,1,1,0.1231840170973961,brand_fallback
NISSAN,SLING SHOT,1,1,0.1004303758044057,brand_fallback
NISSAN,STAGEA,1,1,0.1004303758044057,brand_fallback
NISSAN,STATION,1,1,0.1004303758044057,brand_fallback
GEELY,CRUZE,1,1,0.12516586439000715,brand_fallback
GEELY,EC 7,1,1,0.12516586439000715,brand_fallback
GEELY,EC7,1,1,0.12516586439000715,brand_fallback
GEELY,EMGRAND 7RV,1,1,0.12516586439000715,brand_fallback
GEELY,EMGRAND GC7,1,1,0.12516586439000715,brand_fallback
GEELY,GC2,1,1,0.12516586439000715,brand_fallback
GEELY,GC6,1,1,0.12516586439000715,brand_fallback
GEELY,ني ام جراند,1,1,0.12516586439000715,brand_fallback
GMC,GMC 01,1,1,0.13324736933338663,brand_fallback
GMC,SAVANA(VAN),1,1,0.13324736933338663,brand_fallback
GPX,DEMON 200CC,1,1,0.11955800924981667,global_fallback
GREAT WALL,2014,1,1,0.08395278302256816,brand_fallback
GREAT WALL,D150,1,1,0.08395278302256816,brand_fallback
GREAT WALL,HILUX,1,1,0.08395278302256816,brand_fallback
GREAT WALL,KINGKONG,1,1,0.08395278302256816,brand_fallback
GREAT WALL,PICK UP DOUBLE CABIN,1,1,0.08395278302256816,brand_fallback
NISSAN,صني 1.5,1,1,0.1004303758044057,brand_fallback
NISSAN071244AA,PATROL,1,1,0.11955800924981667,global_fallback
Nissan,Juke,1,1,0.1004303758044057,brand_fallback
OMODA,7,1,1,0.33323343323343435,brand_fallback
OPEL,CASCADA,1,1,0.12463352936734048,brand_fallback
GMC,400,1,1,0.13324736933338663,brand_fallback
GMC,ACADIA DENALI,1,1,0.13324736933338663,brand_fallback
GMC,GMC,1,1,0.13324736933338663,brand_fallback
HAVAL,Jolion,1,1,0.11993479708411607,brand_fallback
HAVAL,RAPTOR,1,1,0.11993479708411607,brand_fallback
HAVAL,V7,1,1,0.11993479708411607,brand_fallback
NISSAN,XA,1,1,0.1004303758044057,brand_fallback
NISSAN,XL 883 N,1,1,0.1004303758044057,brand_fallback
NISSAN,XTRAIL,1,1,0.1004303758044057,brand_fallback
NISSAN,XXXXXXXXXX,1,1,0.1004303758044057,brand_fallback
NISSAN,صني 1.4,1,1,0.1004303758044057,brand_fallback
FOTON,BJ65496 VIEW CS2 HR,1,1,0.15830231787826107,brand_fallback
Ford,Escort,1,1,0.1437659706771926,brand_fallback
Ford,F-150,1,1,0.1437659706771926,brand_fallback
FORD,F 150,1,1,0.1437659706771926,brand_fallback
FORD,F 150 RAPTOR SHELBY,1,1,0.1437659706771926,brand_fallback
FORD,F 250 (PICK UP),1,1,0.1437659706771926,brand_fallback
FORD,F 350 XL,1,1,0.1437659706771926,brand_fallback
FORD,F-250 PICKUP,1,1,0.1437659706771926,brand_fallback
PEUGEOT,BOXER FT35,1,1,0.13572260953087542,brand_fallback
PEUGEOT,LAND REK - X MT,1,1,0.13572260953087542,brand_fallback
PEUGEOT,PARTNER L2 P,1,1,0.13572260953087542,brand_fallback
FORD,WINNEBAGO MOTOR HOME,1,1,0.1437659706771926,brand_fallback
FORD2140777009,MUSTANG,1,1,0.11955800924981667,global_fallback
FORTHING,V9,1,1,0.1082072426655293,brand_fallback
FOTON,BJ41896 AUMAN GTL E,1,1,0.15830231787826107,brand_fallback
FOTON,BJ6549 C5,1,1,0.15830231787826107,brand_fallback
GEELY,7,1,1,0.12516586439000715,brand_fallback
GEELY,COOLRAY 1.5 GL,1,1,0.12516586439000715,brand_fallback
Opel,Mokka,1,1,0.12463352936734048,brand_fallback
PADAR,KINGKONG (PICKUP),1,1,0.11955800924981667,global_fallback
PAGANI,HUAYRA,1,1,0.11955800924981667,global_fallback
PAGANI ,UTOPIA,1,1,0.11955800924981667,global_fallback
PEUGEOT,307 SW,1,1,0.13572260953087542,brand_fallback
PEUGEOT,607,1,1,0.13572260953087542,brand_fallback
GAC,AION,1,1,0.1279597189736493,brand_fallback
GAC,AION Y,1,1,0.1279597189736493,brand_fallback
GAC,GS3 EMZOOM 1.5TG GB,1,1,0.1279597189736493,brand_fallback
GAC,HACROB3151075855,1,1,0.1279597189736493,brand_fallback
GAC,HYPTEC HT,1,1,0.1279597189736493,brand_fallback
GAC,TRIUMPCHI GA3S,1,1,0.1279597189736493,brand_fallback
GEELY,2025,1,1,0.12516586439000715,brand_fallback
GEELY,2GX,1,1,0.12516586439000715,brand_fallback
FIAT,LOUNGE,1,1,0.09903879103598306,brand_fallback
FORCE,TRAVELLER,1,1,0.11955800924981667,global_fallback
FORD,500,1,1,0.1437659706771926,brand_fallback
FORD,COUPE,1,1,0.1437659706771926,brand_fallback
FORD,E450 SUPER DUTY (MOTORHOME),1,1,0.1437659706771926,brand_fallback
FORD,ECONOLINE,1,1,0.1437659706771926,brand_fallback
FORD,EXPEDITION   EL,1,1,0.1437659706771926,brand_fallback
FERRARI,12CILINDRI,1,1,0.09866988674171298,brand_fallback
PROTON,GEN-2,1,1,0.11955800924981667,global_fallback
PROTON,PERSONA,1,1,0.11955800924981667,global_fallback
Peugeot,2008,1,1,0.13572260953087542,brand_fallback
Peugeot,308,1,1,0.13572260953087542,brand_fallback
FIAT,ABARTH 695,1,1,0.09903879103598306,brand_fallback
FIAT,DOBLO,1,1,0.09903879103598306,brand_fallback
FIAT,FIAT 500,1,1,0.09903879103598306,brand_fallback
FIAT,FIAT SPIDER 661,1,1,0.09903879103598306,brand_fallback
FORD,UNKNOWN,1,1,0.1437659706771926,brand_fallback
POLESTAR,MY22,1,1,0.2999191764748282,brand_fallback
POLESTAR,POLESTAR 3,1,1,0.2999191764748282,brand_fallback
PONTIAC,FIREBIRD,1,1,0.11955800924981667,global_fallback
PONTICA,TRANS AM,1,1,0.11955800924981667,global_fallback
PORSCHE,911 CARRERA,1,1,0.11656361342109448,brand_fallback
PORSCHE,964,1,1,0.11656361342109448,brand_fallback
PREVOST,LIBERTY,1,1,0.11955800924981667,global_fallback
FORD,F-450,1,1,0.1437659706771926,brand_fallback
FORD,F600,1,1,0.1437659706771926,brand_fallback
FORD,F600 ENTEGRA ESTEEM XL 33F (MOTORHOME),1,1,0.1437659706771926,brand_fallback
FORD,FIVE HUNDRED,1,1,0.1437659706771926,brand_fallback
FORD,MUSTANG MACH E,1,1,0.1437659706771926,brand_fallback
FORD,SIXTIES,1,1,0.1437659706771926,brand_fallback
FORD,TOURNEO CUSTOM,1,1,0.1437659706771926,brand_fallback
FORD,TRAVELLER,1,1,0.1437659706771926,brand_fallback
EXEED,EXEED LX,1,1,0.05724401015720816,brand_fallback
EXEED,EXEED RX,1,1,0.05724401015720816,brand_fallback
EXEED,RX ,1,1,0.05724401015720816,brand_fallback
EXEED,RX 2.0 T,1,1,0.05724401015720816,brand_fallback
EXEED,RX PHEV,1,1,0.05724401015720816,brand_fallback
EXEED,ex,1,1,0.05724401015720816,brand_fallback
EXEED,rx,1,1,0.05724401015720816,brand_fallback
Exeed,LX,1,1,0.05724401015720816,brand_fallback
RENAULT,RENAULT EXPRESS,1,1,0.13725598274679637,brand_fallback
RENAULT,SANDERO,1,1,0.13725598274679637,brand_fallback
DONGFENG,ZN1032UCM5A,1,1,-0.04659982459882944,brand_fallback
DONGFENG eπ,MAGE,1,1,0.11955800924981667,global_fallback
DONGFENG-XIAOKA,C35,1,1,0.11955800924981667,global_fallback
DORCEN,DOMY X7,1,1,0.11955800924981667,global_fallback
Dodge,Neon,1,1,0.1523329377469475,brand_fallback
Ducati,DUCATI PANIGALE 959,1,1,0.11955800924981667,global_fallback
QINGLING,KV 100 QL,1,1,0.11955800924981667,global_fallback
RABDAN,FREE,1,1,-0.005893966668601758,brand_fallback
RABDAN,SEVEN,1,1,-0.005893966668601758,brand_fallback
RAM,RAM RAM PICKUP 15,1,1,0.14175584162113797,brand_fallback
RANGE ROVER,VOGUE,1,1,0.11955800924981667,global_fallback
RENAULT,EXPRESS EX(VAN),1,1,0.13725598274679637,brand_fallback
RENAULT,GRAND SCENIC,1,1,0.13725598274679637,brand_fallback
RENAULT,MASTER L4H3457,1,1,0.13725598274679637,brand_fallback
FERRARI,812 GTS,1,1,0.09866988674171298,brand_fallback
FERRARI,DAYTONA S,1,1,0.09866988674171298,brand_fallback
FERRARI,DAYTONA SP3,1,1,0.09866988674171298,brand_fallback
FERRARI,F575M,1,1,0.09866988674171298,brand_fallback
FERRARI,F8_TRIBUTO,1,1,0.09866988674171298,brand_fallback
FERRARI,FERRARI SUPERFAST,1,1,0.09866988674171298,brand_fallback
FERRARI,GTB 599,1,1,0.09866988674171298,brand_fallback
FIAT,124 SPIDER,1,1,0.09903879103598306,brand_fallback
DONGFENG,LIGHT PICKUP,1,1,-0.04659982459882944,brand_fallback
DONGFENG,M HERO,1,1,-0.04659982459882944,brand_fallback
DONGFENG,MAGE,1,1,-0.04659982459882944,brand_fallback
DONGFENG,P16-111,1,1,-0.04659982459882944,brand_fallback
DONGFENG,PICK UP,1,1,-0.04659982459882944,brand_fallback
DONGFENG,PICKUP,1,1,-0.04659982459882944,brand_fallback
DONGFENG,RICH 7,1,1,-0.04659982459882944,brand_fallback
DONGFENG,SHINE MAX,1,1,-0.04659982459882944,brand_fallback
DODGE,MAGNUM,1,1,0.1523329377469475,brand_fallback
DODGE,RAM 1500,1,1,0.1523329377469475,brand_fallback
DODGE ,RAM,1,1,0.1523329377469475,brand_fallback
DONGFENG,2025,1,1,-0.04659982459882944,brand_fallback
DONGFENG,7,1,1,-0.04659982459882944,brand_fallback
DONGFENG,A X 7,1,1,-0.04659982459882944,brand_fallback
DONGFENG,DONGFENG HERO,1,1,-0.04659982459882944,brand_fallback
DONGFENG,H30 CROSS,1,1,-0.04659982459882944,brand_fallback
ROX,ROX - JISHI,1,1,0.1509097161787536,brand_fallback
ROX,ROX - JISHI 2012WD,1,1,0.1509097161787536,brand_fallback
ROX,ROX 01,1,1,0.1509097161787536,brand_fallback
ROX,ROX 01-(ELECTRIC ROAD VEHICLE),1,1,0.1509097161787536,brand_fallback
Renault,ARKANA,1,1,0.13725598274679637,brand_fallback
Renault,CAPTUR,1,1,0.13725598274679637,brand_fallback
Renault,Clio,1,1,0.13725598274679637,brand_fallback
DODGE,HORNET GT,1,1,0.1523329377469475,brand_fallback
FAW,BESTURN B50,1,1,0.11955800924981667,global_fallback
FAW,BESTURN X40,1,1,0.11955800924981667,global_fallback
RIVIAN,R1S,1,1,0.03339428575225356,brand_fallback
ROLLS ROYCE,DAWN COUPE,1,1,0.1188438494915723,brand_fallback
ROX,2025,1,1,0.1509097161787536,brand_fallback
ROX,JISHI 01,1,1,0.1509097161787536,brand_fallback
ROX,ROX,1,1,0.1509097161787536,brand_fallback
ROX,ROX - 1,1,1,0.1509097161787536,brand_fallback
DEEPAL,S09,1,1,0.16593555272509056,brand_fallback
DFSK,FENGON 600,1,1,0.17912370959016594,brand_fallback
DFSK,FENGON C31,1,1,0.17912370959016594,brand_fallback
DFSK,FENGON GLORY 580,1,1,0.17912370959016594,brand_fallback
DODGE,1500,1,1,0.1523329377469475,brand_fallback
DODGE,CARAVAN,1,1,0.1523329377469475,brand_fallback
DODGE,DODGE DURANGO,1,1,0.1523329377469475,brand_fallback
SKODA,KAMIQ AMBITI,1,1,0.12240738327579385,brand_fallback
SHARMAX,GL570 ULTRA,1,1,0.11955800924981667,global_fallback
SHARMAX,Vespito,1,1,0.11955800924981667,global_fallback
SINOTRUK,DP 25 NT,1,1,0.11955800924981667,global_fallback
SINOTRUK,SITRAK (TRACTOR),1,1,0.11955800924981667,global_fallback
SKODA,ACTIVIA,1,1,0.12240738327579385,brand_fallback
DAIHATSU,DAIHATSU,1,1,-0.15608779280130997,brand_fallback
DAIHATSU,EVIO,1,1,-0.15608779280130997,brand_fallback
DAIHATSU,GRAND MAX,1,1,-0.15608779280130997,brand_fallback
SANDSTORM,ALREEM,1,1,0.11955800924981667,global_fallback
SANDSTORM,S 24,1,1,0.11955800924981667,global_fallback
SANYA,150T,1,1,0.11955800924981667,global_fallback
SEAT,ALHAMBRA,1,1,0.07553015536725821,brand_fallback
SEAT,EXEO,1,1,0.07553015536725821,brand_fallback
SHARM,RR 801 V,1,1,0.11955800924981667,global_fallback
SHARMAX,ENDURO 250,1,1,0.11955800924981667,global_fallback
SHARMAX,GL 400,1,1,0.11955800924981667,global_fallback
DONGFENG,TRANSPORTER T5,1,1,-0.04659982459882944,brand_fallback
DONGFENG,U-TOUR,1,1,-0.04659982459882944,brand_fallback
DONGFENG,Z9,1,1,-0.04659982459882944,brand_fallback
Renault,Fluence,1,1,0.13725598274679637,brand_fallback
Renault,Talisman,1,1,0.13725598274679637,brand_fallback
Royal Enfield,Bullet 350,1,1,0.11955800924981667,global_fallback
SAIC,IMLS6,1,1,0.11955800924981667,global_fallback
SAIC,RISING R7,1,1,0.11955800924981667,global_fallback
Citroen,C4,1,1,0.1090162284147051,brand_fallback
Citroen,C5 AIRCROSS,1,1,0.1090162284147051,brand_fallback
CHRYSLER,C300,1,1,0.1419743582981477,brand_fallback
CHRYSLER,CHRYSLER TWON ANC,1,1,0.1419743582981477,brand_fallback
CHRYSLER,PROWLER,1,1,0.1419743582981477,brand_fallback
CHRYSLER,SEBRING,1,1,0.1419743582981477,brand_fallback
CHRYSLER,TOWN & COUNTRY,1,1,0.1419743582981477,brand_fallback
CITROEN,C 3,1,1,0.1090162284147051,brand_fallback
CMC,FEREECA,1,1,0.09132748770335243,brand_fallback
CMC,PANEL VAN,1,1,0.09132748770335243,brand_fallback
Cadillac,ATS,1,1,0.1346695538846248,brand_fallback
Cadillac,CT4,1,1,0.1346695538846248,brand_fallback
Cadillac,CT6,1,1,0.1346695538846248,brand_fallback
Cadillac,XT5,1,1,0.1346695538846248,brand_fallback
Chevrolet,CRUZE,1,1,0.13566172630902404,brand_fallback
Chrysler,300 C,1,1,0.1419743582981477,brand_fallback
SMART,SMART S2,1,1,0.18592378984349878,brand_fallback
SMART,UNKNOWN,1,1,0.18592378984349878,brand_fallback
SOUEAST,DX 5,1,1,0.1601406762052924,brand_fallback
SOUEAST,DX8S,1,1,0.1601406762052924,brand_fallback
SOUEAST,SO6,1,1,0.1601406762052924,brand_fallback
CMC,7Z,1,1,0.09132748770335243,brand_fallback
CMC,D260 PANEL VAN,1,1,0.09132748770335243,brand_fallback
CMC,ENVOY,1,1,0.09132748770335243,brand_fallback
SKODA,RABED,1,1,0.12240738327579385,brand_fallback
SKODA,ROOMSTER,1,1,0.12240738327579385,brand_fallback
SKODA,SKODA 0,1,1,0.12240738327579385,brand_fallback
SMART,#3,1,1,0.18592378984349878,brand_fallback
SMART,ELF5,1,1,0.18592378984349878,brand_fallback
SMART,S2,1,1,0.18592378984349878,brand_fallback
SMART,SMART ELF5,1,1,0.18592378984349878,brand_fallback
SMART,SMART S 2,1,1,0.18592378984349878,brand_fallback
SUZUKI,GSXR 1000,1,1,0.09761976604793722,brand_fallback
SUZUKI,GSXR1000,1,1,0.09761976604793722,brand_fallback
SUZUKI,GSXR600,1,1,0.09761976604793722,brand_fallback
SUZUKI,S.PRESSO,1,1,0.09761976604793722,brand_fallback
SUZUKI,SKY WAVE,1,1,0.09761976604793722,brand_fallback
SUZUKI,SKYWAVE,1,1,0.09761976604793722,brand_fallback
SUZUKI,SPORT,1,1,0.09761976604793722,brand_fallback
SUZUKI,SPRESSO,1,1,0.09761976604793722,brand_fallback
SUZUKI,ESCUDO JEEP,1,1,0.09761976604793722,brand_fallback
SUZUKI,G,1,1,0.09761976604793722,brand_fallback
SUZUKI,GRAND VITA,1,1,0.09761976604793722,brand_fallback
SUZUKI,GSX R600K8,1,1,0.09761976604793722,brand_fallback
SUZUKI,GSX-S125,1,1,0.09761976604793722,brand_fallback
SUZUKI,GSX1300R,1,1,0.09761976604793722,brand_fallback
SUZUKI,GSX1300R HAYABUSA (MOTORCYCLE),1,1,0.09761976604793722,brand_fallback
SUZUKI,GSX1300RRQ MOTOR CYCLE,1,1,0.09761976604793722,brand_fallback
CITROEN,JUMPY PANEL VAN XL,1,1,0.1090162284147051,brand_fallback
SUBARU,BAJA,1,1,0.12473015703757243,brand_fallback
SUBARU,WRX STI,1,1,0.12473015703757243,brand_fallback
SUZUKI,2023,1,1,0.09761976604793722,brand_fallback
SUZUKI,400 CC,1,1,0.09761976604793722,brand_fallback
SUZUKI,CAARY,1,1,0.09761976604793722,brand_fallback
SUZUKI,CAPPUCCINO,1,1,0.09761976604793722,brand_fallback
SUZUKI,DT175,1,1,0.09761976604793722,brand_fallback
CITROEN,C-ELYSEE,1,1,0.1090162284147051,brand_fallback
CITROEN,C3,1,1,0.1090162284147051,brand_fallback
CITROEN,C4 AIRCROSS,1,1,0.1090162284147051,brand_fallback
CITROEN,C4X,1,1,0.1090162284147051,brand_fallback
CITROEN,CITROEN C3,1,1,0.1090162284147051,brand_fallback
CITROEN,DS,1,1,0.1090162284147051,brand_fallback
CITROEN,DS4,1,1,0.1090162284147051,brand_fallback
CITROEN,JUMPY,1,1,0.1090162284147051,brand_fallback
CHERY - iCAR,03T,1,1,0.07100591715976423,brand_fallback
CHEVROLET,1998,1,1,0.13566172630902404,brand_fallback
CHEVROLET,2013,1,1,0.13566172630902404,brand_fallback
CHEVROLET,CAPRICE LS,1,1,0.13566172630902404,brand_fallback
CHEVROLET,CHEVROLET,1,1,0.13566172630902404,brand_fallback
CHEVROLET,CHEVROLET BLAZER,1,1,0.13566172630902404,brand_fallback
CHEVROLET,CHEVROLET CHEVY,1,1,0.13566172630902404,brand_fallback
CHEVROLET,CHEVROLET EXPRESS,1,1,0.13566172630902404,brand_fallback
CHEVROLET,SLINGSHOT,1,1,0.13566172630902404,brand_fallback
CHEVROLET,SMB,1,1,0.13566172630902404,brand_fallback
CHEVROLET,TAHOE K1500 (4WD),1,1,0.13566172630902404,brand_fallback
CHEVROLET,TRAVERSE STATION,1,1,0.13566172630902404,brand_fallback
CHEVROLET,TRAX RS,1,1,0.13566172630902404,brand_fallback
CHEVROLET,VENTURE,1,1,0.13566172630902404,brand_fallback
CHERY - ICAR,V23,1,1,0.07100591715976423,brand_fallback
CHERY - ICAR,V27,1,1,0.07100591715976423,brand_fallback
CHEVROLET,LAF,1,1,0.13566172630902404,brand_fallback
CHEVROLET,LUV,1,1,0.13566172630902404,brand_fallback
CHEVROLET,MALIBU 400,1,1,0.13566172630902404,brand_fallback
CHEVROLET,MALIBU SEDAN,1,1,0.13566172630902404,brand_fallback
CHEVROLET,MENLO,1,1,0.13566172630902404,brand_fallback
CHEVROLET,S10,1,1,0.13566172630902404,brand_fallback
CHEVROLET,SELVERADO,1,1,0.13566172630902404,brand_fallback
CHEVROLET,SILVERADO K3500,1,1,0.13566172630902404,brand_fallback
SUZUKI,SUZUKI,1,1,0.09761976604793722,brand_fallback
SUZUKI,SUZUKI 600,1,1,0.09761976604793722,brand_fallback
SUZUKI,SUZUKI ALTO,1,1,0.09761976604793722,brand_fallback
SUZUKI,SUZUKI CIAZ,1,1,0.09761976604793722,brand_fallback
SUZUKI,SUZUKI DZIRE,1,1,0.09761976604793722,brand_fallback
SUZUKI,SWIFT HATCHBACK,1,1,0.09761976604793722,brand_fallback
SUZUKI,SX4 S-CROSS,1,1,0.09761976604793722,brand_fallback
CHEVROLET,LACETTI,1,1,0.13566172630902404,brand_fallback
TESLA,EC6,1,1,0.13333210493417616,brand_fallback
TESLA,MODELY,1,1,0.13333210493417616,brand_fallback
TESLA,TESLA MODEL 3,1,1,0.13333210493417616,brand_fallback
TESLA,TESLA MODELY,1,1,0.13333210493417616,brand_fallback
TESLA,X,1,1,0.13333210493417616,brand_fallback
TESLA2130144264,MODEL Y,1,1,0.11955800924981667,global_fallback
TOYOTA, LAND CRUISER,1,1,0.100064939910899,brand_fallback
TOYOTA,1992,1,1,0.100064939910899,brand_fallback
CHERY,ICAR V27,1,1,-0.0408655457385822,brand_fallback
CHERY,LX,1,1,-0.0408655457385822,brand_fallback
CHERY,NISSAN TIIDA,1,1,-0.0408655457385822,brand_fallback
CHERY,RELY RB (PICK UP),1,1,-0.0408655457385822,brand_fallback
CHERY,UNKNOWN,1,1,-0.0408655457385822,brand_fallback
CHERY,iCAR,1,1,-0.0408655457385822,brand_fallback
CHERY ,RX,1,1,-0.0408655457385822,brand_fallback
TESLA,CYBER TRUCK,1,1,0.13333210493417616,brand_fallback
Suzuki,Ertiga,1,1,0.09761976604793722,brand_fallback
Suzuki,Grand Vitara,1,1,0.09761976604793722,brand_fallback
TAM,C12,1,1,0.11955800924981667,global_fallback
TATA,LP613,1,1,-0.16364489907025592,brand_fallback
TATA,LPO 1618,1,1,-0.16364489907025592,brand_fallback
TATA,LPO 1618 AGILE,1,1,-0.16364489907025592,brand_fallback
TATA,LPO1316 55,1,1,-0.16364489907025592,brand_fallback
CHANGHUA,MAX PRO,1,1,0.11955800924981667,global_fallback
CHEVROLET,CRUIZ,1,1,0.13566172630902404,brand_fallback
CHEVROLET,DEFENDER,1,1,0.13566172630902404,brand_fallback
CHEVROLET,ENVOY,1,1,0.13566172630902404,brand_fallback
Skoda,RAPID,1,1,0.12240738327579385,brand_fallback
Subaru,Forester,1,1,0.12473015703757243,brand_fallback
Subaru,OUTBACK,1,1,0.12473015703757243,brand_fallback
Subaru,XV,1,1,0.12473015703757243,brand_fallback
Suzuki,DZIRE,1,1,0.09761976604793722,brand_fallback
CHANGAN,UNIV,1,1,0.04364530177532867,brand_fallback
CHANGAN,UNIVERSAL,1,1,0.04364530177532867,brand_fallback
CHANGAN,X5,1,1,0.04364530177532867,brand_fallback
TOYOTA,26 HX DC 4X4,1,1,0.100064939910899,brand_fallback
TOYOTA,26 HX DC 4X4 2.4LAT,1,1,0.100064939910899,brand_fallback
TOYOTA,26 LP SC 4X4 P4.0L AT,1,1,0.100064939910899,brand_fallback
TOYOTA,26HX DC 4X4D2.4L AT,1,1,0.100064939910899,brand_fallback
TOYOTA,26HX DC 4X4P2.7LAT,1,1,0.100064939910899,brand_fallback
CHANGAN,QIYUAN,1,1,0.04364530177532867,brand_fallback
CHANGAN,QIYUAN Q05,1,1,0.04364530177532867,brand_fallback
CHANGAN,QNE 07/SEDAN,1,1,0.04364530177532867,brand_fallback
CHANGAN,ROCKY,1,1,0.04364530177532867,brand_fallback
CHANGAN,RV Motor Home,1,1,0.04364530177532867,brand_fallback
CHANGAN,UNI Y,1,1,0.04364530177532867,brand_fallback
CHANGAN,UNI-S,1,1,0.04364530177532867,brand_fallback
CHANGAN,UNIT,1,1,0.04364530177532867,brand_fallback
TOYOTA,25 HX DC 4X4 2.7LAT,1,1,0.100064939910899,brand_fallback
TOYOTA,25 HX DC 4X4 PLAT GLX RA(PICK UP),1,1,0.100064939910899,brand_fallback
TOYOTA,25 LP SC 4X4 P4.0 MT,1,1,0.100064939910899,brand_fallback
CHANGAN,CS55 PLUSE,1,1,0.04364530177532867,brand_fallback
CHANGAN,DEEPAL S09,1,1,0.04364530177532867,brand_fallback
CHANGAN,FAIRUZA,1,1,0.04364530177532867,brand_fallback
CHANGAN,G318,1,1,0.04364530177532867,brand_fallback
CHANGAN,HAOLV R,1,1,0.04364530177532867,brand_fallback
TOYOTA,1998,1,1,0.100064939910899,brand_fallback
TOYOTA,2004,1,1,0.100064939910899,brand_fallback
TOYOTA,2005,1,1,0.100064939910899,brand_fallback
TOYOTA,2012,1,1,0.100064939910899,brand_fallback
TOYOTA,2014,1,1,0.100064939910899,brand_fallback
TOYOTA,2022,1,1,0.100064939910899,brand_fallback
TOYOTA,2023,1,1,0.100064939910899,brand_fallback
TOYOTA,25 HX DC 4X4,1,1,0.100064939910899,brand_fallback
CHANGAN,CHANGAN EADO,1,1,0.04364530177532867,brand_fallback
CHANGAN,CS 95,1,1,0.04364530177532867,brand_fallback
TOYOTA,COROLLA 1.5,1,1,0.100064939910899,brand_fallback
TOYOTA,COROLLA 1.6 SEDAN,1,1,0.100064939910899,brand_fallback
TOYOTA,COROLLA 1.8 YUS,1,1,0.100064939910899,brand_fallback
TOYOTA,COROLLA ALTIS,1,1,0.100064939910899,brand_fallback
TOYOTA,COUPE,1,1,0.100064939910899,brand_fallback
TOYOTA,DLX FA (PICK UP),1,1,0.100064939910899,brand_fallback
CADILLAC,FLEETWOOD,1,1,0.1346695538846248,brand_fallback
CADILLAC,IQ,1,1,0.1346695538846248,brand_fallback
CADILLAC,SLS,1,1,0.1346695538846248,brand_fallback
CADILLAC,XLR,1,1,0.1346695538846248,brand_fallback
CADILLAC,XT 5,1,1,0.1346695538846248,brand_fallback
CATERHAM,SEVEN,1,1,0.11955800924981667,global_fallback
CFMoto,450SR,1,1,0.11955800924981667,global_fallback
CHANGAN,2022,1,1,0.04364530177532867,brand_fallback
TOYOTA,CELICA,1,1,0.100064939910899,brand_fallback
TOYOTA,CENTURY,1,1,0.100064939910899,brand_fallback
TOYOTA,CHR,1,1,0.100064939910899,brand_fallback
TOYOTA,CIVIC,1,1,0.100064939910899,brand_fallback
TOYOTA,COROLLA ,1,1,0.100064939910899,brand_fallback
CADILLAC,CT5-V,1,1,0.1346695538846248,brand_fallback
