make,model,n,distinct_years,annual_dep_rate,method
VOLKSWAGEN,ID 4,9,2,-0.424890101561314,fit_low
MERCEDES BENZ,S580 L,9,5,0.1038285118997948,fit_low
MERCEDES BENZ,S65 AMG,9,7,0.20279669429583136,fit_low
SUZUKI,SUZUKI SWIFT,9,6,0.04093926315261298,fit_low
CHERY,TIGGO 7,9,5,-0.03452348782854764,fit_low
MERCEDES BENZ,GLS 600,9,6,0.06407921553839702,fit_low
MERCEDES BENZ,S 350,9,4,0.3719466986169029,fit_low
LEXUS,RX300,9,5,0.10048304689424614,fit_low
LEXUS,SC430,9,7,0.10871956912323755,fit_low
LEXUS,RX350H,9,3,0.1622152483182593,fit_low
LEXUS,LS600h,9,6,0.11867879938769266,fit_low
SUZUKI,CARRY,9,6,0.04803593344232593,fit_low
MERCEDES BENZ,GLC250,9,5,0.11026955821056983,fit_low
MAXUS,G50,9,3,0.008197292699450687,fit_low
Lexus,NX350,9,4,0.09098595692345579,fit_low
BYD,TANG,9,4,0.15353294860201006,fit_low
HAVAL,DARGO,9,5,0.056691996070395545,fit_low
HAVAL,H2,9,4,0.10374648992394975,fit_low
Nissan,Maxima,9,6,0.17037831190860442,fit_low
OPEL,MOKKA,9,3,0.0522636647718393,fit_low
GMC,Acadia,9,6,0.13606975686574507,fit_low
BUGATTI,CHIRON,9,4,0.0286070765174673,fit_low
MERCEDES BENZ,C320,9,5,0.16450137379739704,fit_low
VOYAH,FREE,9,4,0.1393951649090137,fit_low
Volkswagen,T-ROC,9,5,0.057688094525183864,fit_low
BYD,SEA LION,8,2,0.42163100057836955,fit_low
CHERY,TIGGO 8 PRO,8,3,0.17319362396609694,fit_low
LEXUS,NX 350h,8,5,0.0928603867739819,fit_low
LEXUS,IS 300,8,4,-0.10365979238018563,fit_low
ZEEKR,X,8,2,-0.1810359372363708,fit_low
SUBARU,CROSSTREK,8,3,-0.017489622795532567,fit_low
BMW,M8,8,6,0.1038584767657923,fit_low
NISSAN,MAGNITE,8,2,0.16666666666666774,fit_low
LOTUS,EVORA,8,7,0.08697302774326632,fit_low
MERCEDES BENZ,R350,8,7,0.17223371055230752,fit_low
LEXUS,IS 250,8,5,0.03885894396275946,fit_low
LEXUS,RX 350,8,5,0.062043628419778174,fit_low
TOYOTA,XA,8,4,0.07803647418639537,fit_low
MERCEDES BENZ,S280,8,5,0.01602347246490643,fit_low
Land Rover,RANGE ROVER,8,7,0.1985913717048715,fit_low
BMW,I3,8,6,0.10976161786222416,fit_low
BMW,I7,8,3,0.035167469431099496,fit_low
LEXUS,RX500H,8,4,0.13708822587248093,fit_low
TESLA,MODEL 3 ,8,3,0.15485432738493254,fit_low
MERCEDES BENZ,GLA 35 AMG,8,5,0.16614355991328777,fit_low
DEEPAL,G318,8,3,0.12333940138150234,fit_low
SKODA,KAROQ,8,4,0.14406150254540262,fit_low
MERCEDES-BENZ,EQE 350,8,3,0.10601665442156771,fit_low
KING LONG,KING LONG,8,6,0.1385601865942654,fit_low
JAECOO,J7,8,3,0.14051885823628862,fit_low
MERCEDES-BENZ,E300,8,5,0.013212486772631094,fit_low
MERCEDES-BENZ,GLB200,8,6,0.11483950557548461,fit_low
GEELY,PREFACE,8,3,0.10636360772282627,fit_low
MERCEDES-BENZ,E200,8,5,0.14543412917327136,fit_low
KIA,NIRO,8,6,0.08785279544434987,fit_low
MERCEDES-BENZ,GLA200,8,5,0.10952149965373725,fit_low
CHERY,TIGGO 4 PRO,8,3,0.09701273181094461,fit_low
ROX,POLESTONE 01,8,4,0.03748039677967718,fit_low
MERCEDES-BENZ,CLA200,8,5,0.13430559003927645,fit_low
MERCEDES-BENZ,S580 L,8,5,0.12556689386509945,fit_low
BAIC,X55,8,3,-0.0026360952194968146,fit_low
BAIC,X35,8,4,0.11493850956342855,fit_low
MERCEDES BENZ,B200,8,5,0.26556662028572775,fit_low
GEELY,TUGELLA,8,2,0.208289672837349,fit_low
HYUNDAI,EQUUS,8,5,0.14154077129841847,fit_low
JETOUR,X70S,8,4,0.03553729811559836,fit_low
BMW,523i,8,6,0.146559721964021,fit_low
ASTON MARTIN,DB11,8,5,0.14147397318237276,fit_low
HUMMER,H3,8,4,0.23445659880327407,fit_low
HONDA,ACCORD CROSSTOUR,8,6,0.16373141661260437,fit_low
Infiniti,QX 50,8,6,0.17723702735160518,fit_low
Skoda,Kodiaq,8,5,0.1249474135539611,fit_low
MAZDA,CX-7,8,4,0.14482538427729774,fit_low
MAZDA,MAZDA 3,8,6,0.042672151260610414,fit_low
MERCEDES-BENZ,CLS450,8,5,0.12425613459474016,fit_low
HYUNDAI,i10,8,7,0.14490598792246534,fit_low
MERCEDES BENZ,GLE400,8,4,0.05952934195803283,fit_low
MERCEDES BENZ,GLE43 AMG,8,5,0.10511415464070673,fit_low
MERCEDES-BENZ,C300,8,3,0.07888404815206151,fit_low
GREAT WALL,WINGLE 6,8,5,0.09576798054727131,fit_low
NISSAN,SUNNY 1.3,8,4,0.05300449226521464,fit_low
BMW,640i,8,5,0.10854129106558597,fit_low
BMW,735i,8,4,0.1434942608941735,fit_low
MERCEDES BENZ,S680,8,5,0.12094210675279327,fit_low
MERCEDES BENZ,SL350,8,8,-0.11345014616459559,fit_low
LEXUS,LS 400,8,7,0.09401532989012285,fit_low
HYUNDAI,I20,8,4,0.05386543726186466,fit_low
CADILLAC,DEVILLE,8,6,-0.2135161225990283,fit_low
HYUNDAI,HD65,8,5,0.1335967050205069,fit_low
Toyota,URBAN CRUISER,8,4,0.07109517048399694,fit_low
TOYOTA,GR86,8,4,0.15089220197489894,fit_low
POLESTAR,POLESTAR 2,8,3,0.2088321975264219,fit_low
JETOUR,T1,8,2,0.13818580485247578,fit_low
MERCEDES BENZ,CLK200 K,8,5,0.14600670381323577,fit_low
AUDI,RSQ8,8,5,0.0863042497485631,fit_low
FORD,BRONCO SPORT,8,4,0.1259759219605755,fit_low
BMW,M340i,8,6,0.09095981226467076,fit_low
FIAT,FIORINO,8,5,0.10849661735674732,fit_low
MASERATI,GRANCABRIO,8,6,0.1672592122257095,fit_low
Toyota,Highlander,8,3,0.007086175644927084,fit_low
BMW,528i,8,8,0.13599852418346325,fit_low
JAGUAR,S TYPE,8,5,0.16235493403134083,fit_low
PEUGEOT,407,8,5,0.12675121134200729,fit_low
PEUGEOT,408,8,4,0.1665139649069015,fit_low
MG,WHALE,8,2,0.003380074294702884,fit_low
GAC,GN8,8,3,0.0465778580188414,fit_low
FERRARI,ROMA,8,6,0.05657935292800276,fit_low
MERCEDES BENZ,SLR MCLAREN,8,5,0.20537765275815978,fit_low
MERCEDES BENZ,SL55 AMG,8,8,0.12834469651427904,fit_low
RENAULT,CLIO,8,7,0.17287882547487066,fit_low
RENAULT,LOGAN,8,4,0.11015629343789313,fit_low
SUZUKI,XL7,7,3,0.13878621811892566,fit_low
MERCEDES-BENZ,EQS 580,7,2,-0.16583736138754834,fit_low
CHANGAN,EADO,7,5,0.20917460355786366,fit_low
XPENG,G9,7,4,0.04602497979913378,fit_low
MERCEDES BENZ,EQB 350 4M,7,4,0.04588372709277588,fit_low
MERCEDES BENZ,GLK300,7,4,0.12375901813711321,fit_low
Ford,Focus,7,3,0.2331786510057201,fit_low
LOTUS,EMIRA,7,3,0.03795563985064898,fit_low
XIAOMI,SU7,7,3,0.12714300257116073,fit_low
VOLVO,V70,7,5,0.1699056908790455,fit_low
MERCEDES BENZ,GLS500,7,4,0.11975895005676251,fit_low
BMW,550i,7,5,0.1725229148148124,fit_low
BMW,M440I GRAN COUPE,7,4,0.1707452379757035,fit_low
Lexus,LX570,7,5,0.08398402467481425,fit_low
HAVAL,JOLION PRO,7,2,0.2830808080808086,fit_low
BMW,116I,7,4,0.15975352463127923,fit_low
LEXUS,GS F,7,5,0.1025707469852778,fit_low
MERCEDES BENZ,V 250,7,5,-0.003381326038937482,fit_low
MERCEDES-BENZ,A35 AMG,7,5,0.11076949416792792,fit_low
HYUNDAI,IONIQ,7,4,-0.057494194523248554,fit_low
CHERY,TIGGO 7 PRO MAX,7,3,0.03623167750625633,fit_low
CHEVROLET,COLORADO,7,5,0.13934706101323846,fit_low
CADILLAC,DTS,7,5,0.16780035560096807,fit_low
Mitsubishi,Attrage,7,5,0.07122087690451695,fit_low
MERCEDES BENZ,S55 AMG,7,5,0.14474120355803044,fit_low
Mitsubishi,Outlander,7,4,0.1192462227033082,fit_low
LEXUS,LS350,7,7,0.03519365254838003,fit_low
BMW,428i,7,3,0.11406399060729555,fit_low
MINI,CLUBMAN,7,6,0.14073711941932132,fit_low
GMC,SEIRRA,7,6,0.09915497860875244,fit_low
ISUZU,NMR,7,5,0.11125711719907139,fit_low
JAC,SUNRAY,7,6,0.11276729359865811,fit_low
CADILLAC,STS,7,4,0.1640477630101791,fit_low
TATA,XENON,7,3,-0.16364489907025592,fit_low
INFINITI,QX4,7,4,0.059769753344447896,fit_low
BMW,230I,7,5,0.12236284390218477,fit_low
BMW,840I GRAN COUPE,7,5,0.12528133476655867,fit_low
BMW,840I,7,6,0.06964516653084751,fit_low
OPEL,CROSSLAND X,7,3,-0.04395419078837959,fit_low
HONGQI,HS3,7,2,-0.1782474226804156,fit_low
DAIHATSU,MATERIA,7,4,0.14854399807911245,fit_low
Toyota,FJ Cruiser,7,6,0.10500360171588952,fit_low
BMW,650i,7,6,0.1875827547725074,fit_low
MERCEDES BENZ,E230,7,4,0.14834782394403567,fit_low
MERCEDES BENZ,EQA 350 4M,7,3,0.06660440289432956,fit_low
LYNK & CO,900,7,1,0.14360792525387817,brand_fallback
INEOS,GRENADIER,7,4,0.1682994706724158,fit_low
Hyundai,Staria,7,4,0.1353688891237964,fit_low
BMW,135I,7,6,0.20664772239497176,fit_low
BMW,125I,7,4,0.1626883335571443,fit_low
FORD,E-350,7,5,0.002083048590424963,fit_low
RENAULT,EXPRESS,7,4,0.014164254166914914,fit_low
Chevrolet,Malibu,7,5,0.09494469459162747,fit_low
DONGFENG-AEOLUS,SHINE,7,3,0.17249315508959917,fit_low
FERRARI,F599,7,4,0.09714191493448787,fit_low
FERRARI,F8 TRIBUTO,7,3,0.09030965305383265,fit_low
CHRYSLER,C 300,7,4,0.2743652502055941,fit_low
Chevrolet,Blazer,7,5,0.11634155865465456,fit_low
MERCEDES BENZ,SLK200 K,7,7,0.14105353902226447,fit_low
IVECO,DAILY,7,5,-0.6861514088471097,fit_low
MERCEDES-BENZ,A250,7,6,0.10160132024930157,fit_low
BMW,640I,7,5,0.08760755558996958,fit_low
TOYOTA,MATRIX,7,7,0.09512492002844353,fit_low
Jeep,WRANGLER UNLIMITED,7,5,0.1078460283026913,fit_low
Audi,A3,7,5,0.12371786511630167,fit_low
ASTON MARTIN,DB9,7,7,0.15386934334513347,fit_low
Renault,Megane,7,5,0.12658454893292315,fit_low
OPEL,ZAFIRA LIFE,7,4,0.12802758162083272,fit_low
MERCEDES BENZ,CLS400,7,3,0.0895422725419236,fit_low
JETOUR,X50,7,2,0.10944940476190634,fit_low
AVATR,11,7,3,0.1368350797976824,fit_low
BMW,440I GRAN COUPE,7,4,-0.19830775502247455,fit_low
BMW,i5,7,2,0.12661290322580465,fit_low
JETOUR,X90,7,5,0.0926212970310909,fit_low
MERCEDES-BENZ,GLS450,7,5,0.10491698893641266,fit_low
Audi,A7,6,5,0.18304485452728225,fit_low
BMW,328i,6,6,0.16477771430246613,fit_low
BMW,330CI,6,5,0.18015777812512912,fit_low
BMW,330Ci,6,5,0.18577601887404704,fit_low
BMW,435I,6,3,0.15320412144646067,fit_low
BMW,440I,6,5,0.12610798656093913,fit_low
MG,4,6,2,0.21022383063647454,fit_low
MG,RX5 PLUS,6,3,0.1343133746364512,fit_low
MG,RX9,6,2,0.0327920580596589,fit_low
VOLKSWAGEN,ARTEON,6,1,0.1307814020492382,brand_fallback
MERCEDES BENZ,G-CLASS,6,5,0.13268090273189392,fit_low
GAC,EMKOO,6,3,0.10344032904680145,fit_low
GAC,GA4,6,3,0.04118922683534976,fit_low
GAC,GA6,6,3,0.01307935267356053,fit_low
LEXUS,LX700H,6,2,-0.006289308176103736,fit_low
TOYOTA,IQ,6,3,0.13888969382118477,fit_low
TOYOTA,LAND CRUISER PRADO,6,5,0.11154133812424372,fit_low
Suzuki,Dzire,6,6,0.11819280054971182,fit_low
MERCEDES BENZ,CL55 AMG,6,4,0.12425123669346683,fit_low
MERCEDES BENZ,CLA 250,6,4,0.17751134588178796,fit_low
SAAB,9-3,6,4,0.1252085126788881,fit_low
SERES,5,6,3,0.043627221493473534,fit_low
SERES,S5,6,3,0.0715092899033094,fit_low
Renault,Koleos,6,5,0.07392153767416165,fit_low
MERCEDES BENZ,CLK280,6,4,0.09660445116075478,fit_low
MERCEDES BENZ,CLK350,6,4,0.1939168414361021,fit_low
MERCEDES BENZ,EQE 350 PLUS,6,3,0.10341289968517486,fit_low
FORTHING,T5 EVO,6,4,0.08180351396138552,fit_low
FORTHING,U-TOUR,6,2,0.04651162790697805,fit_low
BYD,QIN L,6,3,0.12309321063103562,fit_low
HYUNDAI,i20,6,3,0.05874290850974051,fit_low
Tesla,MODEL Y,6,4,0.05880214123052552,fit_low
Hyundai,Santa Fe,6,3,0.07323766085035821,fit_low
INFINITI,FX45,6,4,0.08181889893401573,fit_low
BAIC,BJ40 C,6,3,0.13364599117699283,fit_low
CITROEN,SPACETOURER,6,3,0.11893920984870476,fit_low
FERRARI,PUROSANGUE,6,3,0.08671075412580564,fit_low
Infiniti,QX80,6,4,0.1752942435624295,fit_low
MERCEDES BENZ,V300,6,3,0.21918254748423838,fit_low
Lexus,UX200,6,4,0.10473289021309573,fit_low
MAXUS,G10,6,5,0.17069575182362495,fit_low
BMW,M6,6,3,0.12415342413492025,fit_low
BMW,M235i GRAN COUPE,6,4,0.08584509806332097,fit_low
LEXUS,GS 430,6,5,-0.3019951727680146,fit_low
LEXUS,GS200T,6,3,-0.005103880047593101,fit_low
LEXUS,GS450h,6,6,0.12039285237788289,fit_low
INFINITI,37G,6,2,-0.900757424785914,fit_low
Honda,ACCORD,6,5,0.08233207862592729,fit_low
MERCEDES BENZ,S560 L,6,3,0.0540901430254086,fit_low
MERCEDES BENZ,S650,6,3,0.08629922228172582,fit_low
LEXUS,LS 460 L,6,4,0.07814073960566459,fit_low
HYUNDAI,SANTA CRUZ,6,3,0.08668603710333622,fit_low
HYUNDAI,STAREX,6,4,0.0061972032073972505,fit_low
HYUNDAI,I40,6,4,0.14081292004040125,fit_low
CADILLAC,CTS-V,6,4,0.24122265588641567,fit_low
CHEVROLET,BOLT EV,6,4,0.037672393783320324,fit_low
CHERY,E5,6,2,-1.7499999999999902,fit_low
CHANGAN,X5 PLUS,6,2,0.2812241521918929,fit_low
CHEVROLET,UPLANDER,6,5,0.16083424319335593,fit_low
BMW,iX,6,3,0.12113315740878772,fit_low
MERCEDES-BENZ,CLE200,6,3,0.10017825461714958,fit_low
Kia,Rio,6,3,0.0957840605289062,fit_low
BMW,220i,6,6,0.13863658293772296,fit_low
LAMBORGHINI,MURCIELAGO,6,5,0.10603654778134386,fit_low
BMW,316i,6,5,0.14362316920338059,fit_low
BMW,ALPINA,6,5,-0.021985185654976203,fit_low
BMW,428I GRAN COUPE,6,2,0.15485661424606645,fit_low
MERCEDES BENZ,GLC 250,6,3,0.11183248118270661,fit_low
BYD,DESTROYER 05,6,3,0.3327726549205293,fit_low
GMC,CANYON,6,5,0.722091218802908,fit_low
GREAT WALL,DEER,6,4,0.07241507734830177,fit_low
OPEL,GRANDLAND X,6,2,0.10365853658536783,fit_low
Nissan,Pathfinder,6,5,0.190341644453361,fit_low
MITSUBISHI,MITSUBISHI,6,4,0.020693804453806197,fit_low
GAC,GS5,6,3,0.15296359186352926,fit_low
KIA,K7,6,4,0.16822005677262597,fit_low
MERCEDES-BENZ,G63 AMG,6,3,0.23964375081161016,fit_low
MERCEDES-BENZ,GLB250,6,5,0.10153982264971873,fit_low
DODGE,GRAND CARAVAN,6,4,0.12103722073759071,fit_low
Subaru,WRX,6,4,0.10606321230911253,fit_low
MERCEDES BENZ,GL63 AMG,6,4,0.08506880881542522,fit_low
MERCEDES BENZ,GLA 200,6,6,0.09389209330067994,fit_low
FORD,MUSTANG MACH-E,6,4,0.07971392126875354,fit_low
Ford,Explorer,6,4,0.13559991315965758,fit_low
BYD,DOLPHIN,6,4,0.07472350693206231,fit_low
TOYOTA,TAKOMA,6,6,-0.01847471231866238,fit_low
SMART,FORTWO,6,4,0.18592378984349878,fit_low
Lexus,IS350,6,4,0.1175545958781179,fit_low
Land Rover,110,6,4,0.14188628572488637,fit_low
Land Rover,RANGE ROVER EVOQUE,6,5,0.1526373415188217,fit_low
MERCEDES BENZ,S-CLASS,6,5,0.10037216700548157,fit_low
LEXUS,RX350 L,6,4,-0.18665110242473837,fit_low
MERCEDES BENZ,S 550,6,5,0.11368083631410197,fit_low
LOTUS,ELETRE,6,3,0.5927054169106106,fit_low
LEXUS,UX300H,6,3,0.15774957209935347,fit_low
MERCEDES BENZ,S300,6,4,0.22189682957942547,fit_low
TOYOTA,TOYOTA LAND CRUISER,6,5,0.06531694731677418,fit_low
SUZUKI,EECO,6,4,0.004926749877291359,fit_low
CITROEN,CITROEN C5,6,4,0.09038800133380076,fit_low
FERRARI,612,6,5,0.10917636641228856,fit_low
LEXUS,NX 200T,6,3,-0.1101879548407727,fit_low
ASTON MARTIN,VANQUISH,6,5,0.05350201040695213,fit_low
ASTON MARTIN,DBS,6,5,0.1229951028043782,fit_low
CHERY,ARRIZO 3,6,5,0.1016868817435711,fit_low
ASTON MARTIN,DBX,6,3,-0.003171668040131248,fit_low
AITO,M9,6,2,0.17647847823435936,fit_low
XPENG,G6,6,2,0.00570962479608228,fit_low
Volkswagen,Touareg,5,4,0.13393776845053018,fit_low
Volkswagen,Passat,5,4,0.1149813215926595,fit_low
Audi,A5,5,4,0.15478241603824583,fit_low
BMW,i4 GRAN COUPE,5,3,-0.04428028756200675,fit_low
GAC,GA3,5,3,0.18405866016681438,fit_low
GAC,GA8,5,3,0.2617767559049736,fit_low
ROLLS ROYCE,SPECTRE,5,3,0.09067474679935517,fit_low
JAC,S3 PLUS,5,3,0.19813245491863918,fit_low
MERCEDES-BENZ,EQE 350+,5,3,-0.06028113348927899,fit_low
KAIYI,X3 PRO,5,4,0.06088104654347237,fit_low
KAIYI,X7,5,3,0.18546259761074857,fit_low
KIA,KIA SPORTAGE,5,5,0.10682317405336816,fit_low
KIA,K900,5,3,0.25371049672693957,fit_low
JAC,J6,5,3,0.15103869692568062,fit_low
JEEP,GRAND WAGONEER,5,2,0.26900090645116503,fit_low
JAGUAR,XKR,5,5,0.13007350206193358,fit_low
RIVIAN,R1T,5,3,0.03339428575225356,fit_low
ROX,ADAMAS,5,1,0.1509097161787536,brand_fallback
MERCEDES BENZ,GL550,5,3,0.12544973679388838,fit_low
CHERY,TIGGO 9,5,2,0.04753521126760385,fit_low
CHERY - ICAR,03,5,2,0.07100591715976423,fit_low
TESLA,TESLA 3,5,3,0.05045156815328389,fit_low
TESLA,CYBERTRUCK,5,3,0.13850292353052773,fit_low
SOUEAST,S07,5,2,0.19993586660253237,fit_low
LEXUS,LS600H L,5,3,0.15175975318610513,fit_low
TOYOTA,MARK 2,5,4,-0.03310308133935003,fit_low
LYNK & CO,09,5,3,0.1738185686087116,fit_low
Lexus,GX 460,5,5,0.07258426609935709,fit_low
MERCEDES BENZ,S 320,5,2,0.1516918930835104,fit_low
SSANGYONG,REXTON,5,4,0.09393558736460828,fit_low
CHANGAN,UNI K,5,4,0.05687355432277552,fit_low
SUZUKI,LIANA,5,3,0.11156753217924775,fit_low
LEXUS,NX250,5,3,0.062005326707664565,fit_low
FORD,ESCORT,5,1,0.1437659706771926,brand_fallback
FERRARI,F12,5,3,0.0636006389229754,fit_low
FERRARI,F430,5,4,0.15482666406080636,fit_low
CITROEN,DS3,5,3,0.16097097697498264,fit_low
LEXUS,LS500H,5,4,-0.4982639490470324,fit_low
Toyota,C-HR,5,4,0.1170585528428022,fit_low
Toyota,COROLLA CROSS,5,2,-0.04829193889864958,fit_low
DONGFENG-AEOLUS,AX7,5,4,0.06715822882501787,fit_low
Toyota,AVANZA,5,4,0.07608303170370045,fit_low
HYUNDAI,IONIQ 5,5,4,-0.02045540853531369,fit_low
Mitsubishi,Mirage,5,3,0.07214248915350607,fit_low
MERCEDES BENZ,ML320,5,4,0.15248691407264758,fit_low
MITSUBISHI,OUTLANDER SPORT,5,4,0.12072942683706589,fit_low
BMW,745I,5,4,0.19017642257173717,fit_low
HYUNDAI,HD 65,5,3,-0.18129597796214902,fit_low
MITSUBISHI,SPACE WAGON,5,3,0.1682332176760648,fit_low
Lexus,IS300C,5,4,0.06473786464213416,fit_low
HONGQI,HS7,5,2,0.18581039067964888,fit_low
NISSAN,PATROL GL,5,4,-0.28784648703534677,fit_low
BYD,SEALION 7,5,2,-0.06781376518218596,fit_low
CHERY,TIGGO 5,5,2,0.10178284629957202,fit_low
BYD,SHARK,5,1,0.07800796943625092,brand_fallback
BYD,SEAGULL,5,3,0.10270490079578987,fit_low
BMW,335Ci,5,4,0.12982104689859275,fit_low
BMW,318Ci,5,4,0.3792748167766178,fit_low
KIA,SORENTO ,5,3,0.11154097995314916,fit_low
Suzuki,Swift,5,5,0.1895896027608689,fit_low
MCLAREN,570S,5,3,0.0566052562606667,fit_low
MERCEDES BENZ,GLE 43 AMG,5,4,0.09106275571160194,fit_low
MERCEDES BENZ,GLB200,5,3,0.16033008157444706,fit_low
MERCEDES BENZ,GLC 200,5,4,0.15902948390672123,fit_low
MAXUS,D90,5,3,0.06926694444244341,fit_low
GEELY,EMGRAND GS,5,4,0.11611483284335766,fit_low
GEELY,EMGRAND 7,5,4,0.14496936345794098,fit_low
TOYOTA,TOYOTA CAMRY,5,3,-0.008404305838968451,fit_low
MAZDA,CX-60,5,3,0.1479627117465533,fit_low
BMW,750I,5,4,0.12728418155744825,fit_low
GMC,SUBURBAN,5,2,0.32126579022130375,fit_low
INFINITI,QX70S,5,4,0.19838534286955412,fit_low
Lincoln,Crosair,5,4,0.17390517076039058,fit_low
BMW,630i,5,5,0.1421666489375114,fit_low
BMW,640i GRAN COUPE,5,3,0.14794368284409432,fit_low
JAC,E30X,5,2,-0.7290861159929727,fit_low
ISUZU,NQR,5,4,0.09162988153290064,fit_low
Infiniti,Q30,5,3,0.21196455416057502,fit_low
BYD - DENZA,B5,5,1,0.11955800924981667,global_fallback
MAHINDRA,SCORPIO,5,4,0.14564300094674143,fit_low
MAHINDRA,XUV 500,5,4,0.15147148050628068,fit_low
BAIC,BJ60,5,3,0.03207979620395818,fit_low
Hyundai,PALISADE,5,4,0.15636498368997664,fit_low
POLESTAR,POLESTAR 4,5,2,0.44565834279227823,fit_low
Peugeot,208,5,4,0.1320580997314822,fit_low
BYD - YANGWANG,U8,5,3,0.0858526709429499,fit_low
BMW,M240i,5,5,0.18620710377629957,fit_low
BMW,118i,5,5,0.16222148575551054,fit_low
BMW,125i,5,4,0.15883261509553082,fit_low
BAIC,BJ80,5,2,0.28971962616822344,fit_low
Cadillac,Escalade,5,5,0.14525664006111128,fit_low
MERCEDES BENZ,SLC200,5,5,0.1689498309411802,fit_low
HAVAL,H7,5,2,0.37560872884256014,fit_low
Geely,MONJARO,5,2,0.08416863207547232,fit_low
Lexus,NX 300,5,3,0.07197582581107365,fit_low
MAZDA,3 SPORT,5,5,0.16843753571974374,fit_low
Lincoln,AVIATOR,5,2,0.13583949935302875,fit_low
BMW,M240I,5,4,0.0863965460634799,fit_low
GREAT WALL,TANK 500,5,2,0.22948684210526293,fit_low
GREAT WALL,WINGLE,5,4,0.005253412579354855,fit_low
MERCEDES BENZ,SMART,5,3,0.0911553597489162,fit_low
HYUNDAI,STARGAZER,5,1,0.12337004868650599,brand_fallback
Tesla,MODEL 3,5,4,0.16442492630091343,fit_low
BMW,I4 GRAN COUPE,5,2,-0.14752024291498578,fit_low
LEXUS,ES330,5,3,0.2026081096541923,fit_low
MERCEDES-BENZ,S580,5,5,0.13113356361042372,fit_low
ZEEKR,001,5,2,0.1085311227457827,fit_low
ZEEKR,009,5,2,0.012881355932200966,fit_low
VOLVO,C70,5,4,0.14207897836051475,fit_low
VICTORY,K2,5,3,0.06820379755859107,fit_low
BMW,435I GRAN COUPE,5,2,0.2860294117647044,fit_low
BMW,5 SERIES,5,5,0.12459318533321306,fit_low
BMW,528 I,5,3,-0.04118061049580013,fit_low
MCLAREN,MP4 12C,5,4,0.1311875935041803,fit_low
MERCEDES BENZ,A 250,5,3,0.10138073104001766,fit_low
MERCEDES BENZ,G 550,5,4,0.30156234161339557,fit_low
MG,MG 5,5,3,0.04770066160958275,fit_low
VGV,U75 PLUS,5,1,0.11955800924981667,global_fallback
Audi,Q3,5,5,0.15444747601012843,fit_low
Audi,Q8,5,4,0.15696493956431323,fit_low
MERCEDES BENZ,C400,5,3,0.18267724057249812,fit_low
AUDI,E-TRON GT,5,3,0.1824071989908177,fit_low
FERRARI,488 GTB,5,3,-0.011698895364474104,fit_low
FERRARI,488 PISTA,5,2,0.14739160148834474,fit_low
JMC,GRAND AVENUE,5,3,0.11209304195732106,fit_low
SEAT,ALTEA,5,4,-0.14296591020810645,fit_low
MERCEDES BENZ,E 350,5,3,-0.16605100640578918,fit_low
BAW,212,5,2,-0.026752767527673083,fit_low
SEAT,IBIZA,5,4,0.12518021525177236,fit_low
FOTON,VIEW C2,5,4,0.21921319186605892,fit_low
MERCEDES BENZ,E43 AMG,5,2,0.219168874172187,fit_low
MERCEDES BENZ,E-CLASS,5,4,0.18554786307325355,fit_low
MERCEDES BENZ,E220 D,5,3,0.11044559056241188,fit_low
MERCEDES BENZ,CLE53 AMG,5,3,0.06275966676434441,fit_low
MERCEDES BENZ,EQE 350,5,2,0.15711492504888047,fit_low
MERCEDES BENZ,CLK500,4,3,0.17865769949236665,fit_low
MERCEDES BENZ,B170,4,4,0.0930269924494268,fit_low
MERCEDES BENZ,EQS 580,4,2,0.06485215053763538,fit_low
MERCEDES BENZ,EQS 580 4M,4,2,0.004309986706545921,fit_low
TOYOTA,COROLLA SEDAN,4,4,0.035277837566398684,fit_low
TOYOTA,CRESSIDA,4,3,-0.941299912061317,fit_low
CHANGAN,BENBEN E STAR,4,4,0.06767354324508168,fit_low
JIDU,01,4,2,0.22962106986374042,fit_low
ALFA ROMEO,159,4,3,0.22737767062812364,fit_low
MERCEDES BENZ,CLK55 AMG,4,3,0.1507034733308955,fit_low
MERCEDES BENZ,CLK63 AMG,4,3,0.13173491048458197,fit_low
MERCEDES BENZ,CL65 AMG,4,3,0.25281050160726215,fit_low
MERCEDES BENZ,CLA 200,4,3,0.1585685700183801,fit_low
MERCEDES BENZ,CLA 35 AMG,4,4,0.18385691206328103,fit_low
MERCEDES BENZ,CL600,4,3,0.15851072688668844,fit_low
AUDI,Q4,4,2,0.029946762028522977,fit_low
FERRARI,488 SPIDER,4,3,0.041238316491181815,fit_low
PEUGEOT,LANDTREK,4,3,-0.08145431803078074,fit_low
Audi,Q7,4,4,0.17216101132111616,fit_low
Audi,RS3,4,4,0.14592818612359604,fit_low
MCLAREN,750S,4,3,0.14134127101081329,fit_low
MCLAREN,ARTURA,4,3,0.04260745206286065,fit_low
MCLAREN,GT,4,3,0.04976491063539845,fit_low
MCLAREN,650S,4,2,0.28252529929228065,fit_low
MERCEDES BENZ,A160,4,3,0.05118728750021018,fit_low
BMW,645Ci,4,3,0.26853622400179467,fit_low
BMW,440i,4,3,0.11311914623680097,fit_low
BMW,5 Series GT,4,3,0.12000543276812037,fit_low
BMW,4 SERIES,4,3,0.1308588777768218,fit_low
MERCEDES-BENZ,S450,4,4,0.10746484398012768,fit_low
